"meaning","dictionary","dictionary2","stage","word","date","linkFile","linkFile2","parent","role","phase","time2","order","loadFile","condition","seed"
3,NA,"broccoli_paprika_aardbei_appel_____________",-1,"guwumo","3_3_2016_102247","PH1_3_3_101113_CH1_parent-Start_1","PH1_3_3_101113_CH1_parent-Start_1","Start_1.lang","Part1","PH2","2016-03-03T09:22:47.946Z",5,"../Backups/ILMLEX_Backups_Nov2016/results/PH1_3_3_101113_CH1_parent-Start_1","Learnability","Start_1"
4,NA,"broccoli_paprika_aardbei_appel_____________",-1,"leko","3_3_2016_102414","PH1_3_3_101113_CH1_parent-Start_1","PH1_3_3_101113_CH1_parent-Start_1","Start_1.lang","Part1","PH2","2016-03-03T09:24:14.724Z",12,"../Backups/ILMLEX_Backups_Nov2016/results/PH1_3_3_101113_CH1_parent-Start_1","Learnability","Start_1"
5,NA,"broccoli_paprika_aardbei_appel_____________",-1,"lehu","3_3_2016_102324","PH1_3_3_101113_CH1_parent-Start_1","PH1_3_3_101113_CH1_parent-Start_1","Start_1.lang","Part1","PH2","2016-03-03T09:23:24.059Z",8,"../Backups/ILMLEX_Backups_Nov2016/results/PH1_3_3_101113_CH1_parent-Start_1","Learnability","Start_1"
6,NA,"broccoli_paprika_aardbei_appel_____________",-1,"lepe","3_3_2016_102455","PH1_3_3_101113_CH1_parent-Start_1","PH1_3_3_101113_CH1_parent-Start_1","Start_1.lang","Part1","PH2","2016-03-03T09:24:55.102Z",15,"../Backups/ILMLEX_Backups_Nov2016/results/PH1_3_3_101113_CH1_parent-Start_1","Learnability","Start_1"
7,NA,"broccoli_paprika_aardbei_appel_____________",-1,"lewemo","3_3_2016_102314","PH1_3_3_101113_CH1_parent-Start_1","PH1_3_3_101113_CH1_parent-Start_1","Start_1.lang","Part1","PH2","2016-03-03T09:23:14.497Z",7,"../Backups/ILMLEX_Backups_Nov2016/results/PH1_3_3_101113_CH1_parent-Start_1","Learnability","Start_1"
8,NA,"broccoli_paprika_aardbei_appel_____________",-1,"gewupo","3_3_2016_102450","PH1_3_3_101113_CH1_parent-Start_1","PH1_3_3_101113_CH1_parent-Start_1","Start_1.lang","Part1","PH2","2016-03-03T09:24:50.864Z",14,"../Backups/ILMLEX_Backups_Nov2016/results/PH1_3_3_101113_CH1_parent-Start_1","Learnability","Start_1"
9,NA,"broccoli_paprika_aardbei_appel_____________",-1,"lewupo","3_3_2016_102426","PH1_3_3_101113_CH1_parent-Start_1","PH1_3_3_101113_CH1_parent-Start_1","Start_1.lang","Part1","PH2","2016-03-03T09:24:26.663Z",13,"../Backups/ILMLEX_Backups_Nov2016/results/PH1_3_3_101113_CH1_parent-Start_1","Learnability","Start_1"
10,NA,"broccoli_paprika_aardbei_appel_____________",-1,"lope","3_3_2016_102251","PH1_3_3_101113_CH1_parent-Start_1","PH1_3_3_101113_CH1_parent-Start_1","Start_1.lang","Part1","PH2","2016-03-03T09:22:51.419Z",6,"../Backups/ILMLEX_Backups_Nov2016/results/PH1_3_3_101113_CH1_parent-Start_1","Learnability","Start_1"
11,NA,"broccoli_paprika_aardbei_appel_____________",-1,"guwumo","3_3_2016_102217","PH1_3_3_101113_CH1_parent-Start_1","PH1_3_3_101113_CH1_parent-Start_1","Start_1.lang","Part1","PH2","2016-03-03T09:22:17.121Z",2,"../Backups/ILMLEX_Backups_Nov2016/results/PH1_3_3_101113_CH1_parent-Start_1","Learnability","Start_1"
12,NA,"broccoli_paprika_aardbei_appel_____________",-1,"hapiko","3_3_2016_102510","PH1_3_3_101113_CH1_parent-Start_1","PH1_3_3_101113_CH1_parent-Start_1","Start_1.lang","Part1","PH2","2016-03-03T09:25:10.174Z",16,"../Backups/ILMLEX_Backups_Nov2016/results/PH1_3_3_101113_CH1_parent-Start_1","Learnability","Start_1"
13,NA,"broccoli_paprika_aardbei_appel_____________",-1,"hapihu","3_3_2016_102353","PH1_3_3_101113_CH1_parent-Start_1","PH1_3_3_101113_CH1_parent-Start_1","Start_1.lang","Part1","PH2","2016-03-03T09:23:53.676Z",10,"../Backups/ILMLEX_Backups_Nov2016/results/PH1_3_3_101113_CH1_parent-Start_1","Learnability","Start_1"
14,NA,"broccoli_paprika_aardbei_appel_____________",-1,"guko","3_3_2016_102337","PH1_3_3_101113_CH1_parent-Start_1","PH1_3_3_101113_CH1_parent-Start_1","Start_1.lang","Part1","PH2","2016-03-03T09:23:37.770Z",9,"../Backups/ILMLEX_Backups_Nov2016/results/PH1_3_3_101113_CH1_parent-Start_1","Learnability","Start_1"
15,NA,"broccoli_paprika_aardbei_appel_____________",-1,"geweko","3_3_2016_102400","PH1_3_3_101113_CH1_parent-Start_1","PH1_3_3_101113_CH1_parent-Start_1","Start_1.lang","Part1","PH2","2016-03-03T09:24:00.800Z",11,"../Backups/ILMLEX_Backups_Nov2016/results/PH1_3_3_101113_CH1_parent-Start_1","Learnability","Start_1"
0,NA,NA,NA,"luhuki",NA,NA,NA,NA,NA,"PH1",NA,NA,"../Backups/ILMLEX_Backups_Nov2016/results/Start_3.lang","Seed","Start_3"
1,NA,NA,NA,"luhunane",NA,NA,NA,NA,NA,"PH1",NA,NA,"../Backups/ILMLEX_Backups_Nov2016/results/Start_3.lang","Seed","Start_3"
2,NA,NA,NA,"lamoka",NA,NA,NA,NA,NA,"PH1",NA,NA,"../Backups/ILMLEX_Backups_Nov2016/results/Start_3.lang","Seed","Start_3"
3,NA,NA,NA,"lamonane",NA,NA,NA,NA,NA,"PH1",NA,NA,"../Backups/ILMLEX_Backups_Nov2016/results/Start_3.lang","Seed","Start_3"
4,NA,NA,NA,"napika",NA,NA,NA,NA,NA,"PH1",NA,NA,"../Backups/ILMLEX_Backups_Nov2016/results/Start_3.lang","Seed","Start_3"
5,NA,NA,NA,"luhuka",NA,NA,NA,NA,NA,"PH1",NA,NA,"../Backups/ILMLEX_Backups_Nov2016/results/Start_3.lang","Seed","Start_3"
6,NA,NA,NA,"kineka",NA,NA,NA,NA,NA,"PH1",NA,NA,"../Backups/ILMLEX_Backups_Nov2016/results/Start_3.lang","Seed","Start_3"
7,NA,NA,NA,"lamoki",NA,NA,NA,NA,NA,"PH1",NA,NA,"../Backups/ILMLEX_Backups_Nov2016/results/Start_3.lang","Seed","Start_3"
8,NA,NA,NA,"napina",NA,NA,NA,NA,NA,"PH1",NA,NA,"../Backups/ILMLEX_Backups_Nov2016/results/Start_3.lang","Seed","Start_3"
9,NA,NA,NA,"lamona",NA,NA,NA,NA,NA,"PH1",NA,NA,"../Backups/ILMLEX_Backups_Nov2016/results/Start_3.lang","Seed","Start_3"
10,NA,NA,NA,"luhuki",NA,NA,NA,NA,NA,"PH1",NA,NA,"../Backups/ILMLEX_Backups_Nov2016/results/Start_3.lang","Seed","Start_3"
11,NA,NA,NA,"lamona",NA,NA,NA,NA,NA,"PH1",NA,NA,"../Backups/ILMLEX_Backups_Nov2016/results/Start_3.lang","Seed","Start_3"
12,NA,NA,NA,"napiki",NA,NA,NA,NA,NA,"PH1",NA,NA,"../Backups/ILMLEX_Backups_Nov2016/results/Start_3.lang","Seed","Start_3"
13,NA,NA,NA,"luhuki",NA,NA,NA,NA,NA,"PH1",NA,NA,"../Backups/ILMLEX_Backups_Nov2016/results/Start_3.lang","Seed","Start_3"
14,NA,NA,NA,"napiki",NA,NA,NA,NA,NA,"PH1",NA,NA,"../Backups/ILMLEX_Backups_Nov2016/results/Start_3.lang","Seed","Start_3"
15,NA,NA,NA,"lamoki",NA,NA,NA,NA,NA,"PH1",NA,NA,"../Backups/ILMLEX_Backups_Nov2016/results/Start_3.lang","Seed","Start_3"
0,NA,"broccoli_paprika_aardbei_appel_____________",-1,"lamomehe","2_25_2016_111706","PH1_2_25_110232_CH3_parent-Start_3","PH1_2_25_110232_CH3_parent-Start_3","Start_3.lang","Part1","PH2","2016-02-25T10:17:06.843Z",4,"../Backups/ILMLEX_Backups_Nov2016/results/PH1_2_25_110232_CH3_parent-Start_3","Learnability","Start_3"
1,NA,"broccoli_paprika_aardbei_appel_____________",-1,"namomene","2_25_2016_111757","PH1_2_25_110232_CH3_parent-Start_3","PH1_2_25_110232_CH3_parent-Start_3","Start_3.lang","Part1","PH2","2016-02-25T10:17:57.849Z",8,"../Backups/ILMLEX_Backups_Nov2016/results/PH1_2_25_110232_CH3_parent-Start_3","Learnability","Start_3"
2,NA,"broccoli_paprika_aardbei_appel_____________",-1,"nahiki","2_25_2016_111619","PH1_2_25_110232_CH3_parent-Start_3","PH1_2_25_110232_CH3_parent-Start_3","Start_3.lang","Part1","PH2","2016-02-25T10:16:19.132Z",1,"../Backups/ILMLEX_Backups_Nov2016/results/PH1_2_25_110232_CH3_parent-Start_3","Learnability","Start_3"
3,NA,"broccoli_paprika_aardbei_appel_____________",-1,"lamona","2_25_2016_111744","PH1_2_25_110232_CH3_parent-Start_3","PH1_2_25_110232_CH3_parent-Start_3","Start_3.lang","Part1","PH2","2016-02-25T10:17:44.930Z",7,"../Backups/ILMLEX_Backups_Nov2016/results/PH1_2_25_110232_CH3_parent-Start_3","Learnability","Start_3"
4,NA,"broccoli_paprika_aardbei_appel_____________",-1,"namoni","2_25_2016_111838","PH1_2_25_110232_CH3_parent-Start_3","PH1_2_25_110232_CH3_parent-Start_3","Start_3.lang","Part1","PH2","2016-02-25T10:18:38.468Z",13,"../Backups/ILMLEX_Backups_Nov2016/results/PH1_2_25_110232_CH3_parent-Start_3","Learnability","Start_3"
5,NA,"broccoli_paprika_aardbei_appel_____________",-1,"nanoka","2_25_2016_111804","PH1_2_25_110232_CH3_parent-Start_3","PH1_2_25_110232_CH3_parent-Start_3","Start_3.lang","Part1","PH2","2016-02-25T10:18:04.436Z",9,"../Backups/ILMLEX_Backups_Nov2016/results/PH1_2_25_110232_CH3_parent-Start_3","Learnability","Start_3"
6,NA,"broccoli_paprika_aardbei_appel_____________",-1,"kineka","2_25_2016_111826","PH1_2_25_110232_CH3_parent-Start_3","PH1_2_25_110232_CH3_parent-Start_3","Start_3.lang","Part1","PH2","2016-02-25T10:18:26.519Z",12,"../Backups/ILMLEX_Backups_Nov2016/results/PH1_2_25_110232_CH3_parent-Start_3","Learnability","Start_3"
7,NA,"broccoli_paprika_aardbei_appel_____________",-1,"lamoka","2_25_2016_111851","PH1_2_25_110232_CH3_parent-Start_3","PH1_2_25_110232_CH3_parent-Start_3","Start_3.lang","Part1","PH2","2016-02-25T10:18:51.948Z",15,"../Backups/ILMLEX_Backups_Nov2016/results/PH1_2_25_110232_CH3_parent-Start_3","Learnability","Start_3"
8,NA,"broccoli_paprika_aardbei_appel_____________",-1,"namoka","2_25_2016_111846","PH1_2_25_110232_CH3_parent-Start_3","PH1_2_25_110232_CH3_parent-Start_3","Start_3.lang","Part1","PH2","2016-02-25T10:18:46.385Z",14,"../Backups/ILMLEX_Backups_Nov2016/results/PH1_2_25_110232_CH3_parent-Start_3","Learnability","Start_3"
9,NA,"broccoli_paprika_aardbei_appel_____________",-1,"lamoki","2_25_2016_111900","PH1_2_25_110232_CH3_parent-Start_3","PH1_2_25_110232_CH3_parent-Start_3","Start_3.lang","Part1","PH2","2016-02-25T10:19:00.866Z",16,"../Backups/ILMLEX_Backups_Nov2016/results/PH1_2_25_110232_CH3_parent-Start_3","Learnability","Start_3"
10,NA,"broccoli_paprika_aardbei_appel_____________",-1,"luhuki","2_25_2016_111814","PH1_2_25_110232_CH3_parent-Start_3","PH1_2_25_110232_CH3_parent-Start_3","Start_3.lang","Part1","PH2","2016-02-25T10:18:14.645Z",10,"../Backups/ILMLEX_Backups_Nov2016/results/PH1_2_25_110232_CH3_parent-Start_3","Learnability","Start_3"
11,NA,"broccoli_paprika_aardbei_appel_____________",-1,"lamona","2_25_2016_111712","PH1_2_25_110232_CH3_parent-Start_3","PH1_2_25_110232_CH3_parent-Start_3","Start_3.lang","Part1","PH2","2016-02-25T10:17:12.779Z",5,"../Backups/ILMLEX_Backups_Nov2016/results/PH1_2_25_110232_CH3_parent-Start_3","Learnability","Start_3"
12,NA,"broccoli_paprika_aardbei_appel_____________",-1,"lamona","2_25_2016_111643","PH1_2_25_110232_CH3_parent-Start_3","PH1_2_25_110232_CH3_parent-Start_3","Start_3.lang","Part1","PH2","2016-02-25T10:16:43.420Z",3,"../Backups/ILMLEX_Backups_Nov2016/results/PH1_2_25_110232_CH3_parent-Start_3","Learnability","Start_3"
13,NA,"broccoli_paprika_aardbei_appel_____________",-1,"lahiki","2_25_2016_111741","PH1_2_25_110232_CH3_parent-Start_3","PH1_2_25_110232_CH3_parent-Start_3","Start_3.lang","Part1","PH2","2016-02-25T10:17:41.713Z",6,"../Backups/ILMLEX_Backups_Nov2016/results/PH1_2_25_110232_CH3_parent-Start_3","Learnability","Start_3"
14,NA,"broccoli_paprika_aardbei_appel_____________",-1,"luniki","2_25_2016_111631","PH1_2_25_110232_CH3_parent-Start_3","PH1_2_25_110232_CH3_parent-Start_3","Start_3.lang","Part1","PH2","2016-02-25T10:16:31.669Z",2,"../Backups/ILMLEX_Backups_Nov2016/results/PH1_2_25_110232_CH3_parent-Start_3","Learnability","Start_3"
15,NA,"broccoli_paprika_aardbei_appel_____________",-1,"lamona","2_25_2016_111819","PH1_2_25_110232_CH3_parent-Start_3","PH1_2_25_110232_CH3_parent-Start_3","Start_3.lang","Part1","PH2","2016-02-25T10:18:19.244Z",11,"../Backups/ILMLEX_Backups_Nov2016/results/PH1_2_25_110232_CH3_parent-Start_3","Learnability","Start_3"
0,NA,"broccoli_paprika_aardbei_appel_____________",-1,"napiki","3_10_2016_111720","PH1_3_10_102849_CH3_parent-Start_3","PH1_3_10_102849_CH3_parent-Start_3","Start_3.lang","Part1","PH2","2016-03-10T10:17:20.209Z",14,"../Backups/ILMLEX_Backups_Nov2016/results/PH1_3_10_102849_CH3_parent-Start_3","Learnability","Start_3"
1,NA,"broccoli_paprika_aardbei_appel_____________",-1,"luhumane","3_10_2016_111728","PH1_3_10_102849_CH3_parent-Start_3","PH1_3_10_102849_CH3_parent-Start_3","Start_3.lang","Part1","PH2","2016-03-10T10:17:28.191Z",15,"../Backups/ILMLEX_Backups_Nov2016/results/PH1_3_10_102849_CH3_parent-Start_3","Learnability","Start_3"
2,NA,"broccoli_paprika_aardbei_appel_____________",-1,"kineaka","3_10_2016_111643","PH1_3_10_102849_CH3_parent-Start_3","PH1_3_10_102849_CH3_parent-Start_3","Start_3.lang","Part1","PH2","2016-03-10T10:16:43.902Z",11,"../Backups/ILMLEX_Backups_Nov2016/results/PH1_3_10_102849_CH3_parent-Start_3","Learnability","Start_3"
3,NA,"broccoli_paprika_aardbei_appel_____________",-1,"lamonane","3_10_2016_111515","PH1_3_10_102849_CH3_parent-Start_3","PH1_3_10_102849_CH3_parent-Start_3","Start_3.lang","Part1","PH2","2016-03-10T10:15:15.007Z",3,"../Backups/ILMLEX_Backups_Nov2016/results/PH1_3_10_102849_CH3_parent-Start_3","Learnability","Start_3"
4,NA,"broccoli_paprika_aardbei_appel_____________",-1,"capina","3_10_2016_111559","PH1_3_10_102849_CH3_parent-Start_3","PH1_3_10_102849_CH3_parent-Start_3","Start_3.lang","Part1","PH2","2016-03-10T10:15:59.969Z",7,"../Backups/ILMLEX_Backups_Nov2016/results/PH1_3_10_102849_CH3_parent-Start_3","Learnability","Start_3"
5,NA,"broccoli_paprika_aardbei_appel_____________",-1,"lukaki","3_10_2016_111540","PH1_3_10_102849_CH3_parent-Start_3","PH1_3_10_102849_CH3_parent-Start_3","Start_3.lang","Part1","PH2","2016-03-10T10:15:40.161Z",5,"../Backups/ILMLEX_Backups_Nov2016/results/PH1_3_10_102849_CH3_parent-Start_3","Learnability","Start_3"
6,NA,"broccoli_paprika_aardbei_appel_____________",-1,"nikena","3_10_2016_111530","PH1_3_10_102849_CH3_parent-Start_3","PH1_3_10_102849_CH3_parent-Start_3","Start_3.lang","Part1","PH2","2016-03-10T10:15:30.776Z",4,"../Backups/ILMLEX_Backups_Nov2016/results/PH1_3_10_102849_CH3_parent-Start_3","Learnability","Start_3"
7,NA,"broccoli_paprika_aardbei_appel_____________",-1,"luhuki","3_10_2016_111611","PH1_3_10_102849_CH3_parent-Start_3","PH1_3_10_102849_CH3_parent-Start_3","Start_3.lang","Part1","PH2","2016-03-10T10:16:11.521Z",8,"../Backups/ILMLEX_Backups_Nov2016/results/PH1_3_10_102849_CH3_parent-Start_3","Learnability","Start_3"
8,NA,"broccoli_paprika_aardbei_appel_____________",-1,"capina","3_10_2016_111632","PH1_3_10_102849_CH3_parent-Start_3","PH1_3_10_102849_CH3_parent-Start_3","Start_3.lang","Part1","PH2","2016-03-10T10:16:32.556Z",10,"../Backups/ILMLEX_Backups_Nov2016/results/PH1_3_10_102849_CH3_parent-Start_3","Learnability","Start_3"
9,NA,"broccoli_paprika_aardbei_appel_____________",-1,"luhumane","3_10_2016_111711","PH1_3_10_102849_CH3_parent-Start_3","PH1_3_10_102849_CH3_parent-Start_3","Start_3.lang","Part1","PH2","2016-03-10T10:17:11.610Z",13,"../Backups/ILMLEX_Backups_Nov2016/results/PH1_3_10_102849_CH3_parent-Start_3","Learnability","Start_3"
10,NA,"broccoli_paprika_aardbei_appel_____________",-1,"napiki","3_10_2016_111546","PH1_3_10_102849_CH3_parent-Start_3","PH1_3_10_102849_CH3_parent-Start_3","Start_3.lang","Part1","PH2","2016-03-10T10:15:46.845Z",6,"../Backups/ILMLEX_Backups_Nov2016/results/PH1_3_10_102849_CH3_parent-Start_3","Learnability","Start_3"
11,NA,"broccoli_paprika_aardbei_appel_____________",-1,"lamonaki","3_10_2016_111622","PH1_3_10_102849_CH3_parent-Start_3","PH1_3_10_102849_CH3_parent-Start_3","Start_3.lang","Part1","PH2","2016-03-10T10:16:22.938Z",9,"../Backups/ILMLEX_Backups_Nov2016/results/PH1_3_10_102849_CH3_parent-Start_3","Learnability","Start_3"
12,NA,"broccoli_paprika_aardbei_appel_____________",-1,"napiki","3_10_2016_111504","PH1_3_10_102849_CH3_parent-Start_3","PH1_3_10_102849_CH3_parent-Start_3","Start_3.lang","Part1","PH2","2016-03-10T10:15:04.760Z",2,"../Backups/ILMLEX_Backups_Nov2016/results/PH1_3_10_102849_CH3_parent-Start_3","Learnability","Start_3"
13,NA,"broccoli_paprika_aardbei_appel_____________",-1,"luhumane","3_10_2016_111458","PH1_3_10_102849_CH3_parent-Start_3","PH1_3_10_102849_CH3_parent-Start_3","Start_3.lang","Part1","PH2","2016-03-10T10:14:58.355Z",1,"../Backups/ILMLEX_Backups_Nov2016/results/PH1_3_10_102849_CH3_parent-Start_3","Learnability","Start_3"
14,NA,"broccoli_paprika_aardbei_appel_____________",-1,"napiki","3_10_2016_111747","PH1_3_10_102849_CH3_parent-Start_3","PH1_3_10_102849_CH3_parent-Start_3","Start_3.lang","Part1","PH2","2016-03-10T10:17:47.052Z",16,"../Backups/ILMLEX_Backups_Nov2016/results/PH1_3_10_102849_CH3_parent-Start_3","Learnability","Start_3"
15,NA,"broccoli_paprika_aardbei_appel_____________",-1,"luhuki","3_10_2016_111652","PH1_3_10_102849_CH3_parent-Start_3","PH1_3_10_102849_CH3_parent-Start_3","Start_3.lang","Part1","PH2","2016-03-10T10:16:52.215Z",12,"../Backups/ILMLEX_Backups_Nov2016/results/PH1_3_10_102849_CH3_parent-Start_3","Learnability","Start_3"
0,NA,"broccoli_paprika_aardbei_appel_____________",-1,"waitnait","3_17_2016_112312","PH1_3_17_104852_CH3_parent-Start_3","PH1_3_17_104852_CH3_parent-Start_3","Start_3.lang","Part1","PH2","2016-03-17T10:23:12.102Z",9,"../Backups/ILMLEX_Backups_Nov2016/results/PH1_3_17_104852_CH3_parent-Start_3","Learnability","Start_3"
1,NA,"broccoli_paprika_aardbei_appel_____________",-1,"luhukinane","3_17_2016_112327","PH1_3_17_104852_CH3_parent-Start_3","PH1_3_17_104852_CH3_parent-Start_3","Start_3.lang","Part1","PH2","2016-03-17T10:23:27.976Z",10,"../Backups/ILMLEX_Backups_Nov2016/results/PH1_3_17_104852_CH3_parent-Start_3","Learnability","Start_3"
2,NA,"broccoli_paprika_aardbei_appel_____________",-1,"lamonane","3_17_2016_112051","PH1_3_17_104852_CH3_parent-Start_3","PH1_3_17_104852_CH3_parent-Start_3","Start_3.lang","Part1","PH2","2016-03-17T10:20:51.122Z",5,"../Backups/ILMLEX_Backups_Nov2016/results/PH1_3_17_104852_CH3_parent-Start_3","Learnability","Start_3"
3,NA,"broccoli_paprika_aardbei_appel_____________",-1,"waitnait","3_17_2016_112216","PH1_3_17_104852_CH3_parent-Start_3","PH1_3_17_104852_CH3_parent-Start_3","Start_3.lang","Part1","PH2","2016-03-17T10:22:16.696Z",7,"../Backups/ILMLEX_Backups_Nov2016/results/PH1_3_17_104852_CH3_parent-Start_3","Learnability","Start_3"
4,NA,"broccoli_paprika_aardbei_appel_____________",-1,"luhukinane","3_17_2016_112533","PH1_3_17_104852_CH3_parent-Start_3","PH1_3_17_104852_CH3_parent-Start_3","Start_3.lang","Part1","PH2","2016-03-17T10:25:33.080Z",16,"../Backups/ILMLEX_Backups_Nov2016/results/PH1_3_17_104852_CH3_parent-Start_3","Learnability","Start_3"
5,NA,"broccoli_paprika_aardbei_appel_____________",-1,"nietonthouden","3_17_2016_112344","PH1_3_17_104852_CH3_parent-Start_3","PH1_3_17_104852_CH3_parent-Start_3","Start_3.lang","Part1","PH2","2016-03-17T10:23:44.803Z",11,"../Backups/ILMLEX_Backups_Nov2016/results/PH1_3_17_104852_CH3_parent-Start_3","Learnability","Start_3"
6,NA,"broccoli_paprika_aardbei_appel_____________",-1,"luhuki","3_17_2016_112011","PH1_3_17_104852_CH3_parent-Start_3","PH1_3_17_104852_CH3_parent-Start_3","Start_3.lang","Part1","PH2","2016-03-17T10:20:11.489Z",1,"../Backups/ILMLEX_Backups_Nov2016/results/PH1_3_17_104852_CH3_parent-Start_3","Learnability","Start_3"
7,NA,"broccoli_paprika_aardbei_appel_____________",-1,"napiki","3_17_2016_112032","PH1_3_17_104852_CH3_parent-Start_3","PH1_3_17_104852_CH3_parent-Start_3","Start_3.lang","Part1","PH2","2016-03-17T10:20:32.439Z",3,"../Backups/ILMLEX_Backups_Nov2016/results/PH1_3_17_104852_CH3_parent-Start_3","Learnability","Start_3"
8,NA,"broccoli_paprika_aardbei_appel_____________",-1,"napiki","3_17_2016_112046","PH1_3_17_104852_CH3_parent-Start_3","PH1_3_17_104852_CH3_parent-Start_3","Start_3.lang","Part1","PH2","2016-03-17T10:20:46.108Z",4,"../Backups/ILMLEX_Backups_Nov2016/results/PH1_3_17_104852_CH3_parent-Start_3","Learnability","Start_3"
9,NA,"broccoli_paprika_aardbei_appel_____________",-1,"lamona","3_17_2016_112017","PH1_3_17_104852_CH3_parent-Start_3","PH1_3_17_104852_CH3_parent-Start_3","Start_3.lang","Part1","PH2","2016-03-17T10:20:17.537Z",2,"../Backups/ILMLEX_Backups_Nov2016/results/PH1_3_17_104852_CH3_parent-Start_3","Learnability","Start_3"
10,NA,"broccoli_paprika_aardbei_appel_____________",-1,"luhuki","3_17_2016_112527","PH1_3_17_104852_CH3_parent-Start_3","PH1_3_17_104852_CH3_parent-Start_3","Start_3.lang","Part1","PH2","2016-03-17T10:25:27.962Z",15,"../Backups/ILMLEX_Backups_Nov2016/results/PH1_3_17_104852_CH3_parent-Start_3","Learnability","Start_3"
11,NA,"broccoli_paprika_aardbei_appel_____________",-1,"pekana","3_17_2016_112252","PH1_3_17_104852_CH3_parent-Start_3","PH1_3_17_104852_CH3_parent-Start_3","Start_3.lang","Part1","PH2","2016-03-17T10:22:52.579Z",8,"../Backups/ILMLEX_Backups_Nov2016/results/PH1_3_17_104852_CH3_parent-Start_3","Learnability","Start_3"
12,NA,"broccoli_paprika_aardbei_appel_____________",-1,"waitnait","3_17_2016_112432","PH1_3_17_104852_CH3_parent-Start_3","PH1_3_17_104852_CH3_parent-Start_3","Start_3.lang","Part1","PH2","2016-03-17T10:24:32.213Z",13,"../Backups/ILMLEX_Backups_Nov2016/results/PH1_3_17_104852_CH3_parent-Start_3","Learnability","Start_3"
13,NA,"broccoli_paprika_aardbei_appel_____________",-1,"luhunane","3_17_2016_112145","PH1_3_17_104852_CH3_parent-Start_3","PH1_3_17_104852_CH3_parent-Start_3","Start_3.lang","Part1","PH2","2016-03-17T10:21:45.373Z",6,"../Backups/ILMLEX_Backups_Nov2016/results/PH1_3_17_104852_CH3_parent-Start_3","Learnability","Start_3"
14,NA,"broccoli_paprika_aardbei_appel_____________",-1,"vergeten","3_17_2016_112358","PH1_3_17_104852_CH3_parent-Start_3","PH1_3_17_104852_CH3_parent-Start_3","Start_3.lang","Part1","PH2","2016-03-17T10:23:58.525Z",12,"../Backups/ILMLEX_Backups_Nov2016/results/PH1_3_17_104852_CH3_parent-Start_3","Learnability","Start_3"
15,NA,"broccoli_paprika_aardbei_appel_____________",-1,"kriptoa","3_17_2016_112448","PH1_3_17_104852_CH3_parent-Start_3","PH1_3_17_104852_CH3_parent-Start_3","Start_3.lang","Part1","PH2","2016-03-17T10:24:48.340Z",14,"../Backups/ILMLEX_Backups_Nov2016/results/PH1_3_17_104852_CH3_parent-Start_3","Learnability","Start_3"
0,NA,"broccoli_paprika_aardbei_appel_____________",-1,"napini","3_3_2016_111435","PH1_3_3_110048_CH3_parent-Start_3","PH1_3_3_110048_CH3_parent-Start_3","Start_3.lang","Part1","PH2","2016-03-03T10:14:35.945Z",11,"../Backups/ILMLEX_Backups_Nov2016/results/PH1_3_3_110048_CH3_parent-Start_3","Learnability","Start_3"
